subject,fold,opt_params,div_steep,div_pos,ecavs,eclvs,lcavs,lclvs,train_loss,test_loss
S5,0,0,10.0,0.0,0.0,0.0,0.0,0.0,1.4484592047518143,1.422702459425731
S5,0,2,10.0000000001,0.0,1e-10,1e-10,0.35732771629095317,1.4093115525154072,0.3815481914127014,0.38140677149120567
S5,0,4,0.5,0.39715999459220025,0.0,1e-10,0.6632211860153903,2.406520825940749,0.15826909892557695,0.11598275949294004
S5,0,6,0.5,0.4167560257826543,0.0,1.1933222227973566,0.7217525903056157,2.349189837892634,0.15040808436554118,0.13793474186526133
S5,1,0,10.0,0.0,0.0,0.0,0.0,0.0,1.422702459425731,1.4484592047518143
S5,1,2,10.0,1e-10,1e-10,1e-10,0.33319719940750453,1.295719918317147,0.3992328852268737,0.4089231934934674
S5,1,4,0.5,0.39105716314674793,0.0,1e-10,0.6280306152418768,2.201354856182201,0.15684744638449055,0.18201088425168305
S5,1,6,0.5,0.3960947703319253,0.0,0.6972375998169278,0.6416878355673299,2.172309206343873,0.1563687065631647,0.17578386510876792
S5,2,0,10.0,0.0,0.0,0.0,0.0,0.0,1.4172571128950573,1.4612622175953436
S5,2,2,10.0000000001,1e-10,1e-10,1e-10,0.32771973423502887,1.2479020716552138,0.36899849643679533,0.4777462506480224
S5,2,4,0.5,0.3910683767932991,1e-10,1e-10,0.6044649592609234,2.111695336805044,0.13101726347095363,0.23379701472360948
S5,2,6,0.5,0.40067345370806456,0.17140690820289725,0.7478293269857597,0.6216951232275537,2.1321975815326586,0.12906552133898685,0.22794645389810841
S5,3,0,10.0,0.0,0.0,0.0,0.0,0.0,1.4612622175953436,1.4172571128950573
S5,3,2,10.0,1e-10,1e-10,1e-10,0.3204147742421292,1.4149723164604961,0.44445586421990557,0.24496008909844094
S5,3,4,0.5,0.41815747928606506,1e-10,1e-10,0.7245829166654258,2.4245220189008094,0.22276366804708797,0.25208111575192105
S5,3,6,0.5,0.5832964301856476,0.2632338487143767,1.2024984394438054,1.565628637419153,3.719168454644063,0.14781303149906552,0.38368445532641005
S5,4,0,10.0,0.0,0.0,0.0,0.0,0.0,1.2607179324121363,1.7556224201945754
S5,4,2,10.0,1e-10,1e-10,0.0,0.34393358800085755,1.5413795345446677,0.3074484350397518,0.6904309982646339
S5,4,4,0.599208577300246,0.33387941301315927,1e-10,1e-10,0.49718402724493754,2.252537008731374,0.1479186681424657,0.45227894446402594
S5,4,6,0.5932021375582359,0.3342077304638311,0.0486790713141839,0.01317030824187128,0.49848637757118275,2.25939540680034,0.1478882435560733,0.4496805808220896
S5,5,0,10.0,0.0,0.0,0.0,0.0,0.0,1.7556224201945754,1.2607179324121363
S5,5,2,10.0,1e-10,0.0,1e-10,0.3198456084109241,1.1153685045583763,0.5579101742579928,0.431410650235055
S5,5,4,0.5,0.46974886570883156,0.0,0.0,0.9352659240772622,2.3735298039040704,0.23346920628344045,0.2624819177680174
S5,5,6,0.5,0.6223842939514416,0.292777412640284,0.7315114658002785,1.8797061912255406,4.479718362199226,0.1894787521950579,0.3761682684269481
S5,6,0,10.0,0.0,0.0,0.0,0.0,0.0,1.3656920666046806,1.535329183220679
S5,6,2,10.0000000001,1e-10,1e-10,1e-10,0.32423526983690626,1.2114800459320485,0.30692729067942176,0.5378300385633896
S5,6,4,0.5,0.3769324863393377,0.0,1e-10,0.5360197113622219,2.0247634293444783,0.16045531228130785,0.2947859662883699
S5,6,6,0.5,0.4125055984710595,0.18680554424913767,0.6648074601319953,0.5879659333185467,2.1773327905244475,0.15669928812053496,0.3069265678731341
S5,7,0,10.0,0.0,0.0,0.0,0.0,0.0,1.535329183220679,1.3656920666046806
S5,7,2,10.0,0.0,1e-10,1e-10,0.33868803663816105,1.6554129925048224,0.47934943708819977,0.5943708858145176
S5,7,4,0.5,0.4062646743446611,1e-10,1e-10,0.7146187658241244,2.7496200681617213,0.20925243477376732,0.4511118112071132
S5,7,6,0.5,0.5001119201939414,0.24130464929684678,1.3024676258823176,1.037023546332573,3.313117051997021,0.19208770508326178,0.42770238288981893
S5,8,0,10.0,0.0,0.0,0.0,0.0,0.0,1.4657149320807785,1.3622580328286686
S5,8,2,10.0000000001,1e-10,1e-10,1e-10,0.33269979935365424,1.1878582326825282,0.35944287395297625,0.42308530969904673
S5,8,4,0.5,0.39021572671327115,1.4567424699872868e-10,0.0,0.6082245244650905,2.0383203177702782,0.17435917825512737,0.18413118954340865
S5,8,6,0.5,0.46636546967776266,0.2670160890914993,0.909847697366718,0.752753528481784,2.5573482271033385,0.16456975851195388,0.18519968937936407
S5,9,0,10.0,0.0,0.0,0.0,0.0,0.0,1.3622580328286686,1.4657149320807785
S5,9,2,10.0000000001,1e-10,1e-10,1e-10,0.2870662027372172,1.4367603316275754,0.4631029726524874,0.4507200777424659
S5,9,4,0.5,0.4438352027227568,1e-10,1e-10,0.7573368786757618,2.95647759403888,0.12605014644627488,0.2194312407146286
S5,9,6,0.5,0.4942681046437266,0.11228694455328783,1.1595987474897727,1.0172834568942637,3.0288263899736285,0.11249080817049256,0.22350620959148482
