subject,fold,opt_params,div_steep,div_pos,ecavs,eclvs,lcavs,lclvs,train_loss,test_loss
S2,0,0,10.0,0.0,0.0,0.0,0.0,0.0,1.7588962066287714,1.4432416238687844
S2,0,2,10.0,0.0,1e-10,1e-10,0.26066709851356146,1.2286368666547338,0.5331113766840286,0.45541807132644935
S2,0,4,1.8322432785605363,0.33450602616719843,1e-10,0.0,0.31404390340207305,1.4006533774947607,0.20866090674820778,0.25735406752209006
S2,0,6,2.021859915204925,0.33967712109403375,0.04479434878271085,0.593556742263441,0.3144240953871869,1.398288742828277,0.208198768332245,0.2527545706661999
S2,1,0,10.0,0.0,0.0,0.0,0.0,0.0,1.4432416238687844,1.7588962066287714
S2,1,2,10.0000000001,0.0,1e-10,0.0,0.19082062982760617,1.2600283640469172,0.38152366850382013,0.48558407198155057
S2,1,4,2.337722564306551,0.33680867201965486,1e-10,1e-10,0.22173869396633525,1.4170386841868048,0.17263606505393064,0.23531242730619423
S2,1,6,5.91247255423894,0.3708479188950825,0.01218200575375145,0.9858674857975972,0.22462588046158607,1.409500754359269,0.15837533740757442,0.24965119186310583
S2,2,0,10.0,0.0,0.0,0.0,0.0,0.0,1.4983021895038213,1.5728931208695405
S2,2,2,10.0000000001,1e-10,1e-10,1e-10,0.19866977680140888,1.2597575693427632,0.4752805745459642,0.38766741602110316
S2,2,4,2.6269118607466404,0.33974419223261365,1e-10,1e-10,0.2324617898851291,1.4316502883120295,0.22268920628714448,0.1815677062096985
S2,2,6,2.830963315487963,0.34324667257191954,0.004265267681252911,0.3868583751225694,0.23280226546557845,1.431162951484981,0.22222368225226147,0.18331669378686183
S2,3,0,10.0,0.0,0.0,0.0,0.0,0.0,1.5728931208695405,1.4983021895038213
S2,3,2,10.0000000001,1e-10,1e-10,1e-10,0.21237845905109073,1.2781880980669025,0.2661905017356864,0.5641625282764664
S2,3,4,1.8565431853470935,0.3014264671544012,0.0,1e-10,0.22936171099956637,1.4091511972488673,0.16016342955507168,0.28007855553636374
S2,3,6,2.0909393743625295,0.3097510859273076,0.0,0.551044447715304,0.22965039911781843,1.4083236522537577,0.1592834696517551,0.2770285915713897
S2,4,0,10.0,0.0,0.0,0.0,0.0,0.0,1.776411057705545,1.3789873276482967
S2,4,2,10.0,1e-10,1e-10,1e-10,0.23378898586795355,1.3013924750125156,0.4449891608191438,0.40429680784127014
S2,4,4,1.943650272477216,0.3444411158452527,0.0,0.0,0.2630371389744615,1.5368226016212643,0.14248502044180064,0.39247611972001833
S2,4,6,1.9436430114952463,0.3444410073491239,0.0,0.0,0.2630370994065088,1.5368231217332753,0.14248502044136188,0.39247633243525015
S2,5,0,10.0,0.0,0.0,0.0,0.0,0.0,1.3789873276482967,1.776411057705545
S2,5,2,10.0,1e-10,1e-10,1e-10,0.21864115030611442,1.1576382938219516,0.33396709299356026,0.5276356602776908
S2,5,4,1.9699805859745365,0.29038435977653154,1e-10,0.0,0.23251037104235436,1.2501416192736645,0.2742109024429882,0.3147802953887631
S2,5,6,2.128815575109876,0.29590154666319424,0.04213693025873501,0.7347497784850683,0.23274419419747466,1.2509110902198148,0.274570464070331,0.315579066047059
S2,6,0,10.0,0.0,0.0,0.0,0.0,0.0,1.5441931850604569,1.3747983075943608
S2,6,2,10.0000000001,0.0,1e-10,1e-10,0.2322789777966563,1.3799785546722394,0.3472227602702319,0.30957665302225434
S2,6,4,2.2333137791909645,0.32594985771902873,0.0,1e-10,0.26095433543510627,1.5397504243627296,0.17589536597529074,0.18789771457821308
S2,6,6,6.547868929272096,0.36771694121943815,0.09744272410038278,0.8232154225317264,0.26323643391967105,1.5376424816195227,0.16219036074666154,0.1952814692485097
S2,7,0,10.0,0.0,0.0,0.0,0.0,0.0,1.3747983075943608,1.5441931850604569
S2,7,2,10.0,0.0,1e-10,1e-10,0.2263774470618529,1.2203303168699324,0.32653311911688077,0.38533064637143666
S2,7,4,2.2664019216167923,0.33085435375933675,0.0,1e-10,0.26528895614083303,1.322987334430584,0.14282310621765293,0.19139796117267674
S2,7,6,2.37384681988353,0.3335100757273836,0.0,0.2799072184785289,0.2656940181864868,1.3216633706195327,0.14245326410840042,0.1866763349547064
S2,8,0,10.0,0.0,0.0,0.0,0.0,0.0,1.4186652135847093,1.6475047856720724
S2,8,2,10.0000000001,1e-10,1e-10,1e-10,0.1830264677244344,1.214855140887596,0.4552699086827743,0.6596940682635335
S2,8,4,2.153004941102344,0.3316874263576599,0.0,1e-10,0.220656536702934,1.3421913019993146,0.2855047975529569,0.35204598092014006
S2,8,6,7.190934823346049,0.375323276435668,0.0,0.9318750151633611,0.2258801925200754,1.3313907323804157,0.2647365588802197,0.37161595202059394
S2,9,0,10.0,0.0,0.0,0.0,0.0,0.0,1.6475047856720724,1.4186652135847093
S2,9,2,10.0000000001,0.0,1e-10,1e-10,0.25439669841828993,1.130449034780943,0.40778047774805415,0.5214983714145766
S2,9,4,2.406977033305383,0.32722692044846957,1e-10,0.0,0.27931995329437814,1.3044157960544052,0.1897321380718752,0.33749479880537053
S2,9,6,2.8469869376676864,0.33585910914600553,0.15917165918222964,0.0,0.27923461823801027,1.3084253932616177,0.18670700202090232,0.3488416561990402
