subject,fold,opt_params,div_steep,div_pos,ecavs,eclvs,lcavs,lclvs,train_loss,test_loss
S1,0,0,10.0,0.0,0.0,0.0,0.0,0.0,2.6505579518107067,2.4846504362532755
S1,0,2,10.0000000001,0.0,1e-10,1e-10,0.48192948552301174,2.546590979386622,0.294076753814726,0.4522282665032288
S1,0,4,1.396956804046273,0.3216079284622235,1e-10,0.0,0.526168874286712,2.8026284618524637,0.07957567530804997,0.11396351599736892
S1,0,6,2.081863560739801,0.3435321370296569,0.12336412110681136,2.05014164053496,0.5281212641952963,2.786653412138125,0.06909085951229735,0.12189928388157133
S1,1,0,10.0,0.0,0.0,0.0,0.0,0.0,2.4846504362532755,2.6505579518107067
S1,1,2,10.0000000001,1e-10,6.612906193966928e-12,7.635672071300157e-11,0.458626147222196,2.404668709016137,0.41174645738639537,0.28171581933667106
S1,1,4,1.3534149415949166,0.33188555452831175,1e-10,1e-10,0.5118445595561442,2.7953211568737326,0.10742479306962749,0.13034202480629062
S1,1,6,1.8113125254108136,0.3454700412636916,0.20149951081312142,1.3420267870360345,0.5122903124716656,2.7764192103523038,0.10334806842283772,0.11982056676016739
S1,2,0,10.0,0.0,0.0,0.0,0.0,0.0,2.501916115108438,2.5725289440099197
S1,2,2,10.0,1e-10,1e-10,1e-10,0.47683516929836484,2.5449364625042197,0.2925048954409915,0.2584941253096338
S1,2,4,1.19481889916372,0.31887422769167717,1e-10,0.0,0.5234164623400648,2.8529005962842664,0.06756678496493325,0.09324125075084044
S1,2,6,1.6636126021115945,0.3356540081023224,0.1711712818326878,1.7311845098695189,0.5238874558873043,2.8278885368364306,0.0647040001104473,0.09086775439644423
S1,3,0,10.0,0.0,0.0,0.0,0.0,0.0,2.5725289440099197,2.501916115108438
S1,3,2,10.0,1e-10,1e-10,1e-10,0.46052223431047273,2.534040099932469,0.30618953756528744,0.30001586554383736
S1,3,4,1.4497441819161716,0.3174826566412614,0.0,1e-10,0.49977883206328416,2.818345784478579,0.08853227657727379,0.0859566998668376
S1,3,6,1.9259380952965008,0.33301486929746904,0.24045749621674326,1.2318580817968026,0.4996908317961917,2.816282710101936,0.08528998683003361,0.08384872179477697
S1,4,0,10.0,0.0,0.0,0.0,0.0,0.0,2.5719453587662704,2.577349336238665
S1,4,2,10.0000000001,1e-10,1e-10,1e-10,0.49543784403405094,2.3859414976718556,0.28879218909965837,0.34751042857579306
S1,4,4,1.3613005413674066,0.314465053165256,0.0,0.0,0.5268294166638822,2.728846428751559,0.08598995565747647,0.07006877473561633
S1,4,6,2.0589093187969865,0.3361663619101146,0.28987298784830184,1.6462948419077075,0.5267275329161025,2.724498228500057,0.07923632689516749,0.06768097329521577
S1,5,0,10.0,0.0,0.0,0.0,0.0,0.0,2.577349336238665,2.5719453587662704
S1,5,2,10.0000000001,1e-10,1e-10,1e-10,0.4610972686372308,2.5969851660417,0.3375759465842224,0.3232407747348588
S1,5,4,1.4493258559578637,0.3317969777277528,0.0,1e-10,0.5129490277217688,2.9090394968193,0.07078703426389281,0.10224936170486455
S1,5,6,1.9548867120570441,0.34561367964870304,0.0,1.6554142698255545,0.5148139737989047,2.8940007327691304,0.06404200427039022,0.09503056152527717
S1,6,0,10.0,0.0,0.0,0.0,0.0,0.0,2.7346217593278817,2.4505269041586573
S1,6,2,10.0,0.0,1e-10,1e-10,0.5223343282452779,2.3703951318979315,0.29422157684983746,0.36090486409564526
S1,6,4,1.3905164361715654,0.30820539848687617,0.0,0.0,0.5585031313090216,2.6422459754679326,0.10478237568073673,0.12677252293795116
S1,6,6,1.9242426281733176,0.3261077001051603,0.2744870261232212,1.1137573266405432,0.5581736991587429,2.638194251760243,0.10321492900459411,0.12029386472977623
S1,7,0,10.0,0.0,0.0,0.0,0.0,0.0,2.4505269041586573,2.7346217593278817
S1,7,2,10.0000000001,0.0,1e-10,1e-10,0.4491899678171373,2.5520697735319984,0.3562369696670136,0.3472685103076121
S1,7,4,1.3557355174740906,0.33653315789632593,0.0,1e-10,0.5067699499143667,2.8904941253008682,0.08343617144156218,0.10442986742471468
S1,7,6,1.9523357462158293,0.35451972278319877,0.0,1.675334837572371,0.5086821757042789,2.8692303043507197,0.07374757382978372,0.1125553954794216
S1,8,0,10.0,0.0,0.0,0.0,0.0,0.0,2.54048107861953,2.5937781834062412
S1,8,2,10.0,1e-10,1e-10,1e-10,0.44437292750460433,2.443752235471822,0.2778436061204656,0.3491415739414569
S1,8,4,1.476285481784676,0.30907952429858515,1e-10,0.0,0.47753096365418274,2.653599621848532,0.12054007428252078,0.12427732234074125
S1,8,6,2.353394696808187,0.3325193511855564,0.17285769339339102,1.922809572391741,0.48026209999241626,2.642063641021017,0.11372793354486233,0.12244825537278048
S1,9,0,10.0,0.0,0.0,0.0,0.0,0.0,2.5937781834062412,2.54048107861953
S1,9,2,10.0,1e-10,1e-10,1e-10,0.4851278084335998,2.337002962353843,0.3843701458137087,0.3071348003395018
S1,9,4,1.5066027150699253,0.3339657705948947,0.0,1e-10,0.5413164549265689,2.6737078291706218,0.06722678799089732,0.12065158380208618
S1,9,6,1.8106883038044261,0.34174768972629305,0.10756091891668042,1.25958401582911,0.5415642142500623,2.664712669808497,0.06522534652639993,0.108682592056326
